ORDERNUMBER,CUSTOMERNAME,SALES,DAYS_SINCE_LASTORDER
10283,"Royal Canadian Collectables, Ltd.",3540.15,2685
10295,Gifts4AllAges.com,1958.84,2665
10306,"AV Stores, Co.",2700.0,2632
10315,La Rochelle Gifts,2542.0,2618
10326,"Volvo Model Replicas, Co",2340.0,2608
10339,"Tokyo Collectables, Ltd",2816.44,2595
10350,Euro Shopping Channel,3526.82,2587
10373,"Oulu Toy Supplies, Inc.",4627.92,2528
10385,Mini Gifts Distributors Ltd.,1933.5,2501
10396,Mini Gifts Distributors Ltd.,2600.13,2478
10414,Gifts4AllAges.com,2639.58,2435
10106,Rovelli Gifts,3312.97,3245
10120,"Australian Collectors, Co.",3863.87,3175
10133,Euro Shopping Channel,1863.36,3117
10143,Mini Creations Ltd.,3945.96,3074
10156,Euro Shopping Channel,4954.08,3016
10168,Technics Stores Inc.,2762.2,2997
10199,West Coast Collectables Co.,3989.76,2964
10210,Osaka Souveniers Co.,1649.55,2923
10223,"Australian Collectors, Co.",2534.75,2885
10235,"Royal Canadian Collectables, Ltd.",2580.25,2845
10250,The Sharp Gifts Warehouse,2831.54,2807
10262,Euro Shopping Channel,3361.2,2764
10275,La Rochelle Gifts,2864.32,2736
10284,"Norway Gifts By Mail, Co.",1994.88,2708
10296,"Bavarian Collectables Imports, Co.",4296.6,2684
10308,Mini Classics,2224.95,2655
10316,giftsbymail.co.uk,2795.14,2639
10328,Rovelli Gifts,2762.1,2629
10340,Enaco Distributors,2658.0,2618
10353,Gift Ideas Corp.,5043.87,2609
10361,Souveniers And Things Co.,1210.8,2597
10375,La Rochelle Gifts,3029.19,2550
10388,FunGiftIdeas.com,10066.6,2522
10398,Reims Collectables,4121.43,2496
10401,Tekni Collectables Inc.,1135.31,2493
10416,L'ordine Souveniers,2100.82,2457
10105,Danish Wholesale Imports,2034.35,3277
10117,"Dragon Souveniers, Ltd.",3027.84,3214
10128,Euro Shopping Channel,3104.0,3164
10142,Mini Gifts Distributors Ltd.,3612.43,3102
10153,Euro Shopping Channel,2711.88,3052
10166,FunGiftIdeas.com,3013.97,3030
10177,CAF Imports,2738.54,3014
10185,Mini Creations Ltd.,2832.0,3008
10196,Super Scale Inc.,4720.0,2997
10208,"Saveley & Henriot, Co.",3222.0,2961
10221,Petit Auto,2231.0,2915
10232,giftsbymail.co.uk,2296.84,2886
10248,Land of Toys Inc.,4157.2,2839
10273,Petit Auto,2146.2,2765
10282,Mini Gifts Distributors Ltd.,3724.23,2736
10293,Amica Models & Co.,2084.81,2717
10306,"AV Stores, Co.",3488.78,2683
10314,Heintze Collectables,1753.06,2676
10327,Danish Wholesale Imports,3469.2,2658
10337,Classic Legends Inc.,2530.8,2648
10350,Euro Shopping Channel,2924.32,2638
10372,"Tokyo Collectables, Ltd",4496.8,2584
10397,Alpha Cognac,2577.6,2523
10414,Gifts4AllAges.com,3533.62,2485
10106,Rovelli Gifts,3177.3,3295
10119,Salzburg Collectables,2730.06,3226
10131,Gift Ideas Corp.,1891.78,3178
10143,Mini Creations Ltd.,2612.48,3124
10155,"Toys of Finland, Co.",2925.76,3068
10167,Scandinavian Gift Ideas,2940.02,3052
10178,Alpha Cognac,3293.24,3037
10186,"Double Decker Gift Stores, Ltd",2389.68,3032
10197,Enaco Distributors,2172.48,3021
10222,Collectable Mini Designs Co.,2659.54,2937
10249,Cambridge Collectables Co.,3838.0,2860
10262,Euro Shopping Channel,4142.16,2814
10274,Collectables For Less Inc.,2172.48,2788
10283,"Royal Canadian Collectables, Ltd.",1882.8,2759
10296,"Bavarian Collectables Imports, Co.",3477.86,2734
10307,"Classic Gift Ideas, Inc",3323.84,2706
10316,giftsbymail.co.uk,4195.8,2689
10328,Rovelli Gifts,4156.58,2679
10339,"Tokyo Collectables, Ltd",3918.75,2669
10352,Auto-Moto Classics Inc.,2352.67,2660
10361,Souveniers And Things Co.,1089.36,2647
10373,"Oulu Toy Supplies, Inc.",2701.12,2603
10386,Euro Shopping Channel,2487.04,2574
10398,Reims Collectables,3910.32,2546
10400,The Sharp Gifts Warehouse,4038.8,2545
10415,"Australian Collectables, Ltd",3070.4,2508
10106,Rovelli Gifts,3763.46,3321
10120,"Australian Collectors, Co.",2584.8,3251
10131,Gift Ideas Corp.,4427.6,3204
10143,Mini Creations Ltd.,2152.02,3150
10155,"Toys of Finland, Co.",2353.4,3094
10168,Technics Stores Inc.,3431.39,3073
10178,Alpha Cognac,1930.5,3063
10198,Cruz & Sons Co.,4774.56,3045
10210,Osaka Souveniers Co.,2592.72,3000
10222,Collectable Mini Designs Co.,3246.75,2963
10235,"Royal Canadian Collectables, Ltd.",3372.5,2922
10250,The Sharp Gifts Warehouse,3909.15,2884
10262,Euro Shopping Channel,2994.75,2841
10275,La Rochelle Gifts,4472.52,2813
10284,"Norway Gifts By Mail, Co.",4576.95,2785
10296,"Bavarian Collectables Imports, Co.",2441.04,2761
10308,Mini Classics,3106.25,2732
10316,giftsbymail.co.uk,2706.41,2716
10328,Rovelli Gifts,4021.53,2706
10340,Enaco Distributors,4826.25,2695
10352,Auto-Moto Classics Inc.,4935.28,2687
10361,Souveniers And Things Co.,2754.7,2674
10375,La Rochelle Gifts,3856.71,2627
10386,Euro Shopping Channel,3102.08,2601
10398,Reims Collectables,1908.72,2573
10401,Tekni Collectables Inc.,7543.75,2570
10416,L'ordine Souveniers,2457.18,2534
10105,Danish Wholesale Imports,2038.87,3354
10119,Salzburg Collectables,2499.26,3279
10129,"Stylish Desk Decors, Co.",3838.05,3235
10143,Mini Creations Ltd.,2643.99,3177
10154,Boards & Toys Co.,2315.88,3125
10167,Scandinavian Gift Ideas,3225.06,3105
10177,CAF Imports,2451.84,3091
10185,Mini Creations Ltd.,2254.98,3085
10197,Enaco Distributors,3939.5,3074
10208,"Saveley & Henriot, Co.",3424.7,3038
10222,Collectable Mini Designs Co.,2914.2,2991
10233,Tekni Collectables Inc.,2389.6,2954
10248,Land of Toys Inc.,2428.48,2916
10261,Quebec Home Shopping Network,3021.48,2876
10273,Petit Auto,2610.72,2843
10283,"Royal Canadian Collectables, Ltd.",3091.19,2814
10295,Gifts4AllAges.com,2576.2,2794
10306,"AV Stores, Co.",3232.31,2761
10316,giftsbymail.co.uk,3573.6,2744
10327,Danish Wholesale Imports,2022.51,2736
10339,"Tokyo Collectables, Ltd",3717.5,2724
10350,Euro Shopping Channel,2185.15,2716
10373,"Oulu Toy Supplies, Inc.",2883.53,2657
10386,Euro Shopping Channel,5017.57,2628
10397,Alpha Cognac,1463.0,2602
10414,Gifts4AllAges.com,2352.59,2564
10103,Baane Mini Imports,4460.82,3393
10114,"La Corne D'abondance, Co.",4758.18,3332
10126,"Corrida Auto Replicas, Ltd",4597.2,3276
10140,Technics Stores Inc.,4114.8,3220
10150,"Dragon Souveniers, Ltd.",2104.0,3164
10164,Mini Auto Werke,3195.27,3133
10175,"Stylish Desk Decors, Co.",3611.16,3118
10183,"Classic Gift Ideas, Inc",2000.77,3112
10194,"Saveley & Henriot, Co.",2314.26,3101
10206,Canadian Gift Exchange Network,3871.89,3092
10217,Handji Gifts& Co,2728.0,3032
10229,Mini Gifts Distributors Ltd.,5614.0,2998
10245,Super Scale Inc.,4628.8,2945
10258,"Tokyo Collectables, Ltd",3641.4,2904
10270,Souveniers And Things Co.,4048.0,2871
10281,Diecast Classics Inc.,2321.46,2841
10291,Scandinavian Gift Ideas,3256.96,2822
10304,Auto Assoc. & Cie.,4208.0,2790
10313,Canadian Gift Exchange Network,2973.9,2780
10324,Vitachrome Inc.,4248.3,2767
10336,"La Corne D'abondance, Co.",9558.8,2753
10348,"Corrida Auto Replicas, Ltd",2650.56,2773
10358,Euro Shopping Channel,3761.37,2735
10371,Mini Gifts Distributors Ltd.,4301.34,2692
10382,Mini Gifts Distributors Ltd.,1864.56,2668
10411,Quebec Home Shopping Network,3576.8,2595
10424,Euro Shopping Channel,3722.32,2566
10106,Rovelli Gifts,3986.56,3401
10120,"Australian Collectors, Co.",3417.12,3331
10133,Euro Shopping Channel,2691.09,3273
10145,Toys4GrownUps.com,2752.6,3215
10168,Technics Stores Inc.,4527.72,3152
10188,Herkku Gifts,3957.05,3132
10210,Osaka Souveniers Co.,2818.0,3078
10223,"Australian Collectors, Co.",3199.86,3040
10235,"Royal Canadian Collectables, Ltd.",2402.75,3000
10250,The Sharp Gifts Warehouse,6055.72,2962
10263,Gift Depot Inc.,5465.16,2915
10275,La Rochelle Gifts,6378.72,2891
10285,Marta's Replicas Co.,5392.8,2857
10297,"Clover Collections, Co.",3986.5,2838
10308,Mini Classics,4009.23,2810
10318,Diecast Classics Inc.,7119.0,2793
10328,Rovelli Gifts,4072.2,2784
10340,Enaco Distributors,4094.51,2773
10353,Gift Ideas Corp.,3302.4,2764
10361,Souveniers And Things Co.,3186.48,2752
10375,La Rochelle Gifts,1668.25,2705
10388,FunGiftIdeas.com,7154.5,2677
10398,Reims Collectables,2810.83,2651
10401,Tekni Collectables Inc.,2018.31,2648
10416,L'ordine Souveniers,5642.83,2612
10106,Rovelli Gifts,3273.6,3426
10120,"Australian Collectors, Co.",3268.0,3356
10143,Mini Creations Ltd.,2688.0,3254
10155,"Toys of Finland, Co.",3715.2,3198
10168,Technics Stores Inc.,4608.0,3177
10199,West Coast Collectables Co.,3131.2,3144
10210,Osaka Souveniers Co.,2678.4,3103
10223,"Australian Collectors, Co.",1747.2,3065
10235,"Royal Canadian Collectables, Ltd.",2944.0,3025
10250,The Sharp Gifts Warehouse,2956.8,2987
10262,Euro Shopping Channel,2052.0,2944
10275,La Rochelle Gifts,3164.8,2916
10284,"Norway Gifts By Mail, Co.",1740.0,2888
10296,"Bavarian Collectables Imports, Co.",1777.6,2864
10308,Mini Classics,1831.2,2835
10316,giftsbymail.co.uk,3609.6,2819
10328,Rovelli Gifts,2112.0,2809
10341,Salzburg Collectables,3644.12,2798
10353,Gift Ideas Corp.,3523.85,2789
10361,Souveniers And Things Co.,5001.92,2777
10375,La Rochelle Gifts,5208.72,2730
10386,Euro Shopping Channel,3018.88,2704
10398,Reims Collectables,1902.4,2676
10401,Tekni Collectables Inc.,7084.0,2673
10416,L'ordine Souveniers,2620.8,2637
10105,Danish Wholesale Imports,3164.46,3457
10118,Enaco Distributors,4219.2,3389
10129,"Stylish Desk Decors, Co.",3828.3,3338
10142,Mini Gifts Distributors Ltd.,2334.99,3282
10153,Euro Shopping Channel,4407.5,3232
10167,Scandinavian Gift Ideas,2812.8,3208
10177,CAF Imports,4055.04,3194
10185,Mini Creations Ltd.,3891.66,3188
10197,Enaco Distributors,2488.32,3177
10208,"Saveley & Henriot, Co.",4447.4,3141
10222,Collectable Mini Designs Co.,4187.22,3094
10232,giftsbymail.co.uk,4615.68,3066
10248,Land of Toys Inc.,3245.4,3019
10261,Quebec Home Shopping Network,2203.75,2979
10273,Petit Auto,3446.0,2946
10283,"Royal Canadian Collectables, Ltd.",1939.3,2917
10295,Gifts4AllAges.com,3473.78,2897
10306,"AV Stores, Co.",2884.8,2864
10315,La Rochelle Gifts,2670.65,2850
10327,Danish Wholesale Imports,3440.0,2839
10337,Classic Legends Inc.,2770.78,2829
10350,Euro Shopping Channel,2397.54,2819
10373,"Oulu Toy Supplies, Inc.",3275.56,2760
10386,Euro Shopping Channel,4143.6,2731
10397,Alpha Cognac,5192.64,2705
10414,Gifts4AllAges.com,3029.04,2667
10105,Danish Wholesale Imports,2556.18,3483
10117,"Dragon Souveniers, Ltd.",3753.9,3420
10129,"Stylish Desk Decors, Co.",2562.3,3364
10142,Mini Gifts Distributors Ltd.,3245.58,3308
10153,Euro Shopping Channel,2204.6,3258
10167,Scandinavian Gift Ideas,3003.0,3234
10177,CAF Imports,2526.48,3220
10185,Mini Creations Ltd.,1747.9,3214
10197,Enaco Distributors,3267.25,3203
10208,"Saveley & Henriot, Co.",2818.53,3167
10222,Collectable Mini Designs Co.,2955.54,3120
10232,giftsbymail.co.uk,2885.05,3092
10248,Land of Toys Inc.,3162.95,3045
10261,Quebec Home Shopping Network,4071.5,3005
10273,Petit Auto,2969.46,2972
10283,"Royal Canadian Collectables, Ltd.",3396.44,2943
10294,Online Mini Collectables,4692.6,2923
10306,"AV Stores, Co.",3515.7,2890
10315,La Rochelle Gifts,3380.69,2876
10327,Danish Wholesale Imports,3204.57,2865
10337,Classic Legends Inc.,2588.04,2855
10350,Euro Shopping Channel,2854.75,2845
10373,"Oulu Toy Supplies, Inc.",4025.6,2786
10386,Euro Shopping Channel,2864.4,2757
10397,Alpha Cognac,3789.72,2731
10414,Gifts4AllAges.com,2439.99,2693
10106,Rovelli Gifts,2949.12,3503
10119,Salzburg Collectables,1539.72,3434
10131,Gift Ideas Corp.,2213.38,3386
10143,Mini Creations Ltd.,2919.58,3332
10155,"Toys of Finland, Co.",3778.28,3276
10168,Technics Stores Inc.,3233.49,3255
10178,Alpha Cognac,3431.25,3245
10198,Cruz & Sons Co.,2546.8,3227
10210,Osaka Souveniers Co.,2953.86,3182
10222,Collectable Mini Designs Co.,3183.29,3145
10235,"Royal Canadian Collectables, Ltd.",2466.7,3104
10250,The Sharp Gifts Warehouse,2363.22,3066
10262,Euro Shopping Channel,2487.45,3023
10275,La Rochelle Gifts,2249.05,2995
10284,"Norway Gifts By Mail, Co.",2061.12,2967
10296,"Bavarian Collectables Imports, Co.",4071.14,2943
10308,Mini Classics,2656.29,2914
10316,giftsbymail.co.uk,2736.36,2898
10328,Rovelli Gifts,3348.93,2888
10339,"Tokyo Collectables, Ltd",2893.0,2878
10352,Auto-Moto Classics Inc.,1661.22,2869
10361,Souveniers And Things Co.,4277.35,2856
10373,"Oulu Toy Supplies, Inc.",2502.9,2812
10386,Euro Shopping Channel,3801.6,2783
10398,Reims Collectables,3144.96,2755
10401,Tekni Collectables Inc.,2031.4,2752
10416,L'ordine Souveniers,2674.17,2716
10106,Rovelli Gifts,2526.72,3530
10119,Salzburg Collectables,1348.76,3461
10131,Gift Ideas Corp.,875.91,3413
10143,Mini Creations Ltd.,1874.05,3359
10155,"Toys of Finland, Co.",1671.44,3303
10167,Scandinavian Gift Ideas,1668.4,3287
10178,Alpha Cognac,2301.75,3272
10186,"Double Decker Gift Stores, Ltd",1459.92,3267
10197,Enaco Distributors,1209.59,3256
10222,Collectable Mini Designs Co.,1416.39,3172
10249,Cambridge Collectables Co.,1843.52,3095
10262,Euro Shopping Channel,1199.31,3049
10274,Collectables For Less Inc.,1875.2,3023
10283,"Royal Canadian Collectables, Ltd.",2477.23,2994
10296,"Bavarian Collectables Imports, Co.",948.99,2969
10307,"Classic Gift Ideas, Inc",1823.42,2941
10316,giftsbymail.co.uk,1485.8,2924
10329,Land of Toys Inc.,3789.72,2911
10339,"Tokyo Collectables, Ltd",2060.37,2904
10352,Auto-Moto Classics Inc.,2579.36,2895
10361,Souveniers And Things Co.,2189.6,2882
10373,"Oulu Toy Supplies, Inc.",1624.25,2838
10386,Euro Shopping Channel,4357.5,2809
10398,Reims Collectables,1367.48,2781
10400,The Sharp Gifts Warehouse,1122.4,2780
10415,"Australian Collectables, Ltd",2419.62,2743
10105,Danish Wholesale Imports,1419.5,3562
10117,"Dragon Souveniers, Ltd.",2184.0,3499
10129,"Stylish Desk Decors, Co.",2079.04,3443
10142,Mini Gifts Distributors Ltd.,1724.97,3387
10153,Euro Shopping Channel,3003.0,3337
10167,Scandinavian Gift Ideas,1846.42,3313
10177,CAF Imports,2009.2,3299
10185,Mini Creations Ltd.,1804.04,3293
10197,Enaco Distributors,2109.66,3282
10208,"Saveley & Henriot, Co.",2682.96,3246
10222,Collectable Mini Designs Co.,2280.24,3199
10232,giftsbymail.co.uk,1192.56,3171
10248,Land of Toys Inc.,1506.96,3124
10261,Quebec Home Shopping Network,1472.62,3084
10273,Petit Auto,1696.82,3051
10283,"Royal Canadian Collectables, Ltd.",1693.56,3022
10293,Amica Models & Co.,1921.92,3003
10306,"AV Stores, Co.",2082.85,2969
10315,La Rochelle Gifts,2227.6,2955
10327,Danish Wholesale Imports,3209.38,2944
10337,Classic Legends Inc.,4080.72,2934
10350,Euro Shopping Channel,2244.4,2924
10373,"Oulu Toy Supplies, Inc.",3978.51,2865
10386,Euro Shopping Channel,5417.57,2836
10397,Alpha Cognac,2116.16,2810
10414,Gifts4AllAges.com,3079.44,2772
